date,atm_iv
2025-05-30,0.1155
2025-06-03,0.1157
2025-06-04,0.1238
2025-06-05,0.1137
2025-06-06,0.1144999999999999
2025-06-09,0.1172
2025-06-10,0.1162
2025-06-11,0.1133
2025-06-12,0.1152
2025-06-13,0.1121
2025-06-16,0.1121
2025-06-17,0.0978
2025-06-18,0.1108
2025-06-19,0.1135999999999999
2025-06-20,0.113
2025-06-23,0.111
2025-06-24,0.1119999999999999
2025-06-25,0.1128
2025-06-26,0.1001
2025-06-27,0.1128
2025-06-30,0.1098
2025-07-01,0.1098
2025-07-02,0.0994999999999999
2025-07-03,0.0992
2025-07-04,0.1022
2025-07-07,0.0917999999999999
2025-07-08,0.1098
2025-07-09,0.1098
2025-07-10,0.1098
2025-07-11,0.0982
2025-07-14,0.1159999999999999
2025-07-15,0.1054
2025-07-16,0.1064
2025-07-17,0.1042
2025-07-18,0.1121
2025-07-21,0.1027999999999999
2025-07-22,0.1063
2025-07-23,0.1093
2025-07-24,0.114
2025-07-25,0.11
2025-07-28,0.1726
2025-07-29,0.1151
2025-07-30,0.1076
2025-07-31,0.1042
2025-08-01,0.1042
2025-08-04,0.1278
2025-08-05,0.0847
2025-08-06,0.0847
2025-08-07,0.0847
2025-08-08,0.1008
2025-08-11,0.1158
2025-08-12,0.0913
2025-08-13,0.0982
2025-08-14,0.0999
2025-08-15,0.1048
2025-08-18,0.093
2025-08-19,0.1084
2025-08-20,0.1061
2025-08-21,0.1033999999999999
2025-08-22,0.1052999999999999
2025-08-25,0.0947
2025-08-26,0.1156
2025-08-27,0.0846
2025-08-28,0.1072
2025-08-29,0.1172
2025-09-01,0.1168999999999999
2025-09-02,0.1189
2025-09-03,0.1153999999999999
2025-09-04,0.1125999999999999
2025-09-05,0.1091
2025-09-08,0.108
2025-09-09,0.1005
2025-09-10,0.1061
2025-09-11,0.1091
2025-09-12,0.1092
2025-09-15,0.1046
2025-09-16,0.1067
2025-09-17,0.1047
2025-09-18,0.1075
2025-09-19,0.1143
2025-09-22,0.1133
2025-09-23,0.1141
2025-09-24,0.1119999999999999
2025-09-25,0.1124
2025-09-26,0.1398
2025-09-29,0.1177
2025-09-30,0.1168999999999999
2025-10-09,0.1142
2025-10-10,0.1023
2025-10-13,0.1046
2025-10-14,0.102
2025-10-15,0.1009
2025-10-16,0.1003
2025-10-17,0.0999
2025-10-20,0.0989
2025-10-21,0.1033999999999999
2025-10-22,0.0977
2025-10-23,0.0959
2025-10-24,0.0935999999999999
2025-10-27,0.0947
2025-10-28,0.094
2025-10-29,0.0781
2025-10-30,0.0813
2025-10-31,0.0868999999999999
2025-11-03,0.0809
2025-11-04,0.0861
2025-11-05,0.0933
2025-11-06,0.0799
2025-11-07,0.0847
2025-11-10,0.094
2025-11-11,0.1023
2025-11-12,0.0989
2025-11-13,0.1067999999999999
2025-11-14,0.0977
2025-11-17,0.0943
2025-11-18,0.0968
2025-11-19,0.0969
2025-11-20,0.0966
2025-11-21,0.0949
2025-11-24,0.1543999999999999
2025-11-25,0.0874
2025-11-26,0.0965
2025-11-27,0.0807
2025-11-28,0.0901
2025-12-01,0.0956
2025-12-02,0.1003
2025-12-03,0.0993
2025-12-04,0.0823
2025-12-05,0.0909
2025-12-08,0.0909
2025-12-09,0.0964
2025-12-10,0.0973
2025-12-11,0.0964
2025-12-12,0.0935
2025-12-15,0.0977
2025-12-16,0.0883999999999999
2025-12-17,0.0991
2025-12-18,0.0968
2025-12-19,0.0923
2025-12-22,0.1
2025-12-23,0.1038
2025-12-24,0.1042
2025-12-25,0.106
2025-12-26,0.1268999999999999
2025-12-29,0.133
2025-12-30,0.1319
2025-12-31,0.1519
2026-01-05,0.1442
2026-01-06,0.1325
2026-01-07,0.16
2026-01-08,0.1563
2026-01-09,0.136
2026-01-12,0.1392
2026-01-13,0.1467999999999999
2026-01-14,0.1188
2026-01-15,0.1441
2026-01-16,0.139
2026-01-19,0.1286999999999999
2026-01-20,0.1286999999999999
2026-01-21,0.1268999999999999
2026-01-22,0.1239
2026-01-23,0.127
2026-01-26,0.124
2026-01-27,0.1271
2026-01-28,0.1352
2026-01-29,0.1639
2026-01-30,0.1411
2026-02-02,0.1374
2026-02-03,0.1321
2026-02-04,0.1419
2026-02-05,0.1401
2026-02-06,0.143
2026-02-09,0.143
2026-02-10,0.1368
2026-02-11,0.1371
2026-02-12,0.1371
2026-02-13,0.1249
2026-02-24,0.145
2026-02-25,0.1755999999999999
2026-02-26,0.1568999999999999
2026-02-27,0.1462
2026-03-02,0.1505
2026-03-03,0.151
2026-03-04,0.1588
2026-03-05,0.1503999999999999
2026-03-06,0.1644
2026-03-09,0.1503999999999999
2026-03-10,0.1686
2026-03-11,0.1777
2026-03-12,0.1724
2026-03-13,0.2292
2026-03-16,0.1762
2026-03-17,0.1724
2026-03-18,0.145
2026-03-19,0.1425
2026-03-20,0.1444
2026-03-23,0.1458
2026-03-24,0.14
2026-03-25,0.14
2026-03-26,0.1543999999999999
2026-03-27,0.1459
2026-03-30,0.1625
2026-03-31,0.151
2026-04-01,0.151
2026-04-02,0.151
2026-04-03,0.147
2026-04-07,0.1476
2026-04-08,0.1457
2026-04-09,0.135
2026-04-10,0.1424
2026-04-13,0.1543999999999999
2026-04-14,0.1423
2026-04-15,0.1396
2026-04-16,0.1503999999999999
2026-04-17,0.1536
2026-04-20,0.1507
2026-04-21,0.155
2026-04-22,0.1503999999999999
2026-04-23,0.1485999999999999
2026-04-24,0.1463
2026-04-27,0.1497
2026-04-28,0.1623
2026-04-29,0.15
2026-04-30,0.1365
2026-05-06,0.1675
2026-05-07,0.1642
2026-05-08,0.1408
2026-05-11,0.1518
2026-05-12,0.1399
2026-05-13,0.141
2026-05-14,0.1387
2026-05-15,0.1446
2026-05-18,0.1332
2026-05-19,0.136
2026-05-20,0.1285
2026-05-21,0.1326
2026-05-22,0.1308
2026-05-25,0.1341999999999999
2026-05-26,0.1313
2026-05-27,0.1252
2026-05-28,0.1298
2026-05-29,0.1264
2026-06-01,0.1232
2026-06-02,0.109
2026-06-03,0.1248
2026-06-04,0.1166
2026-06-05,0.1307
2026-06-08,0.178
2026-06-09,0.1175
2026-06-10,0.1214
2026-06-11,0.1207
2026-06-12,0.1208
2026-06-15,0.1167
2026-06-16,0.1166
2026-06-17,0.1192
2026-06-18,0.1209
2026-06-22,0.1243
2026-06-23,0.1258
2026-06-24,0.1246
2026-06-25,0.1255
2026-06-26,0.1308
2026-06-29,0.1292
2026-06-30,0.1283
2026-07-01,0.123
2026-07-02,0.1225
2026-07-03,0.1219
2026-07-06,0.1339
2026-07-07,0.1339
2026-07-08,0.1339
2026-07-09,0.1322
2026-07-10,0.1322
2026-07-13,0.1328
2026-07-14,0.132
2026-07-15,0.1304
2026-07-16,0.1355
2026-07-17,0.1282
2026-07-20,0.1268
2026-07-21,0.1363
2026-07-22,0.1268
2026-07-23,0.1171
2026-07-24,0.1381
2026-07-27,0.1268
2026-07-28,0.1343
2026-07-29,0.1343
2026-07-30,0.1171
2026-07-31,0.128
2026-08-03,0.1161
2026-08-04,0.1297
2026-08-05,0.1151
2026-08-06,0.1278999999999999
2026-08-07,0.1236999999999999
2026-08-10,0.129
2026-08-11,0.129
2026-08-12,0.1205
2026-08-13,0.1256
2026-08-14,0.1217
2026-08-17,0.119
2026-08-18,0.1193
2026-08-19,0.1119999999999999
2026-08-20,0.1583120180130086
2026-08-24,0.15253808431536037
