date,atm_iv
2025-05-30,0.1848
2025-06-03,0.1832
2025-06-04,0.1773999999999999
2025-06-05,0.2551
2025-06-06,0.1835
2025-06-09,0.1955
2025-06-10,0.1823
2025-06-11,0.1926999999999999
2025-06-12,0.1921
2025-06-13,0.2246999999999999
2025-06-16,0.2251
2025-06-17,0.1887
2025-06-18,0.2017
2025-06-19,0.2392
2025-06-20,0.2115
2025-06-23,0.2607
2025-06-24,0.2092
2025-06-25,0.1714999999999999
2025-06-26,0.1782
2025-06-27,0.1878
2025-06-30,0.1762
2025-07-01,0.191
2025-07-02,0.1802
2025-07-03,0.1767
2025-07-04,0.2004
2025-07-07,0.1714
2025-07-08,0.1689999999999999
2025-07-09,0.1745
2025-07-10,0.1753
2025-07-11,0.1697
2025-07-14,0.173
2025-07-15,0.179
2025-07-16,0.179
2025-07-17,0.1646999999999999
2025-07-18,0.1682
2025-07-21,0.1732
2025-07-22,0.178
2025-07-23,0.1921999999999999
2025-07-24,0.1957999999999999
2025-07-25,0.2148999999999999
2025-07-28,0.2092
2025-07-29,0.1825
2025-07-30,0.1877
2025-07-31,0.1837
2025-08-01,0.1543999999999999
2025-08-04,0.1694999999999999
2025-08-05,0.1846999999999999
2025-08-06,0.1294
2025-08-07,0.1719
2025-08-08,0.1755999999999999
2025-08-11,0.1694999999999999
2025-08-12,0.1669
2025-08-13,0.1692
2025-08-14,0.1663
2025-08-15,0.1626
2025-08-18,0.1644
2025-08-19,0.1521
2025-08-20,0.1644
2025-08-21,0.1782
2025-08-22,0.1692
2025-08-25,0.1732999999999999
2025-08-26,0.1728
2025-08-27,0.1614999999999999
2025-08-28,0.1664999999999999
2025-08-29,0.1702
2025-09-01,0.1634
2025-09-02,0.1634
2025-09-03,0.1597
2025-09-04,0.187
2025-09-05,0.1676
2025-09-08,0.1736
2025-09-09,0.1651999999999999
2025-09-10,0.174
2025-09-11,0.1638
2025-09-12,0.1556
2025-09-15,0.1681
2025-09-16,0.1482
2025-09-17,0.1621
