date,NAV,ret,s1,s2,s3,s4
2018-01-02,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-03,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-04,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-05,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-08,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-09,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-10,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-11,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-12,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-15,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-16,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-17,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-18,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-19,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-22,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-23,1.0,0.0,1.0,1.0,1.0,1.0
2018-01-24,0.99985,-0.00015,0.99985,1.0,1.0,1.0
2018-01-25,1.0106973947447293,0.010849022098044038,1.0106973947447293,1.0,1.0,1.0
2018-01-26,1.0166434953523698,0.005883166057969403,1.0166434953523698,1.0,1.0,1.0
2018-01-29,1.0211855106902794,0.004467657894506436,1.0211855106902794,1.0,1.0,1.0
2018-01-30,1.0204736002406987,-0.0006971411581228335,1.0204736002406987,1.0,1.0,1.0
2018-01-31,1.0245000794053736,0.003945696550822125,1.0245000794053736,1.0,1.0,1.0
2018-02-01,1.0255212994833032,0.0009967984370701393,1.0258286495071247,0.9997,1.0,1.0
2018-02-02,1.0587773607025581,0.03242844515858476,1.0246802154589296,1.0333878541693464,0.99985,1.0
2018-02-05,1.046494399690629,-0.01160108014000082,1.0183175697552425,1.0256812719254325,1.0019155957739274,1.0
2018-02-06,1.0104914468708828,-0.03440338794970106,1.0091690552108286,1.0008253807796152,1.0007274294755684,1.0
2018-02-07,1.0071605953578115,-0.0032962688832107274,1.0159420246771547,0.9923259983145657,0.9992109993458129,1.0
2018-02-08,0.9857059948460637,-0.02130206504368425,1.0179049426034261,0.9733759548600958,0.9950766735035533,1.0
2018-02-09,1.0193987047846715,0.03418129758241926,1.028552481464019,0.9904583921661901,1.0012176579182483,1.0
2018-02-12,1.0124119780167504,-0.006853772459321345,1.0155870219867567,0.994584005334177,1.0028059998185543,1.0
2018-02-13,0.998104793948949,-0.014131780716214282,1.0051369989114316,0.992444531477705,1.0011102366977516,1.0
2018-02-14,1.0077954330933394,0.00970903977532259,0.9978405177762518,1.0066299521629058,1.0037880227071756,1.0
2018-02-22,1.0120028737968962,0.004174895584357194,0.991027906532935,1.0199534375555213,1.0015460794876223,1.0
2018-02-23,1.0403128218052453,0.027974177486407632,0.9707749188090874,1.061825539833698,1.0089150221649774,1.0
2018-02-26,1.0591126824783987,0.01807135342283905,0.9753314866983326,1.076030228341592,1.0089150221649774,1.0
2018-02-27,1.0349130558854598,-0.02284896309268058,0.97847202105377,1.0479792724744605,1.0089150221649774,1.0
2018-02-28,1.022814808417475,-0.011690110004104274,0.9731543935946783,1.0414236527280871,1.0089150221649774,1.0
2018-03-01,1.0225248554660542,-0.0002834852888661324,0.9785596339380327,1.035343992723593,1.0089150221649774,1.0
2018-03-02,1.0119679551293563,-0.010324345936692443,0.976609572317465,1.0267179639726103,1.0089150221649774,1.0
2018-03-05,1.0366602938371194,0.024400316811026636,0.9743970488820118,1.054096252307238,1.0089150221649774,1.0
2018-03-06,1.044824945259982,0.007875917956345867,0.9746801031750528,1.0620920216552738,1.0089150221649774,1.0
2018-03-07,1.0568732423841303,0.011531402632380922,0.9592384941473753,1.0911658862142048,1.0089150221649774,1.0
2018-03-08,1.051306327970399,-0.005267343509589941,0.9590428152741056,1.0856409319319402,1.0089150221649774,1.0
2018-03-09,1.0688754966793033,0.01671175017354112,0.9456441347198855,1.1191141068723247,1.0087636849116526,1.0
2018-03-12,1.0981887052935622,0.027424343345250957,0.9424347686418181,1.150796251950771,1.0112938281765482,1.0
2018-03-13,1.071021937701903,-0.024737795481512517,0.9270404954589326,1.146728793513587,1.0063700959361388,1.0
2018-03-14,1.1013381598879342,0.028305883492060736,0.9131107644019453,1.1848233921671907,1.0165461801149813,1.0
2018-03-15,1.126486113108259,0.022833997891150773,0.9153373261156595,1.2024059775752247,1.0221938320470996,1.0
2018-03-16,1.1139470145696018,-0.011131161221383199,0.9211839655845022,1.188754169918402,1.0158921767635551,1.0
2018-03-19,1.0475167657027264,-0.05963501674497711,0.9379376838174456,1.1194813598786286,0.996032783204152,1.0
2018-03-20,1.0418190575297896,-0.005439252486918044,0.9427535219087356,1.112372970332937,0.9918255082646811,1.0
2018-03-21,1.044012722204661,0.0021056100471732557,0.9485695757302615,1.0945255633764748,1.003708406151754,1.0
2018-03-22,1.0433931006870243,-0.0005934999683990306,0.9470807579740719,1.1003320888122008,0.9993633307619496,1.0
2018-03-23,0.9594642084661448,-0.08043841977258265,0.97946330081549,1.0060364444261725,0.9704488176179402,1.0
2018-03-26,0.9568108665228364,-0.0027654412951475015,0.9788695932045851,0.9987169702092443,0.9754138962650186,1.0
2018-03-27,0.9757296382487743,0.019772739198386215,0.9653244485634249,1.028208522876561,0.9793944012040402,1.0
2018-03-28,0.9366749705450644,-0.040026116018987264,0.9882307258617253,0.9828955818866267,0.9601146152581258,1.0
2018-03-29,0.9694333487030613,0.034973047415726544,0.9684357288108976,1.0281369833725393,0.9687317363397865,1.0
2018-03-30,0.9973179312369258,0.028763795439025613,0.9564764547676552,1.0648177491978643,0.9739976980030345,1.0
2018-04-02,0.982444625115769,-0.014913304629658206,0.9604925405302889,1.0575301441143654,0.962048552372089,1.0
2018-04-03,0.9794911254099641,-0.0030062760081332003,0.9645929644571714,1.0440324665213727,0.9673283103014034,1.0
2018-04-04,0.9619615367763305,-0.01789662833983984,0.9807424629247082,1.0023656501206506,0.9724266923002994,1.0
2018-04-09,0.9806090874035049,0.019384923319975086,0.9701767468658922,1.0323096478159626,0.9727036165288885,1.0
2018-04-10,0.9833563458989182,0.0028015837612595657,0.9531817773511243,1.055987459897474,0.9701573164941254,1.0
2018-04-11,0.9726977645066626,-0.010838981653707842,0.957030818836398,1.0458369045883888,0.9650497319088974,1.0
2018-04-12,0.9795671843256826,0.0070622346114920295,0.9480293017282004,1.0546685535802043,0.9727926443042146,1.0
2018-04-13,0.9960040607769886,0.016779733656166623,0.9450812594981088,1.0643345323255342,0.9832253028306885,1.0
2018-04-16,0.9623866435797183,-0.03375228929392636,0.9500605949359058,1.022803161919682,0.9832253028306885,1.0
2018-04-17,0.9552992948835948,-0.007364346485276639,0.9517758148414281,1.0134243372055871,0.9832253028306885,1.0
2018-04-18,0.9966750278389284,0.043311800999890133,0.9662249929200127,1.0420845023292937,0.9830778190352639,1.0
2018-04-19,1.0323245711129898,0.03576847244919907,0.983530119534716,1.0941631185377634,0.9515043174302478,1.0
2018-04-20,1.0117195217305919,-0.019959855610317295,0.9719973746644394,1.0762715751447782,0.9592284574751273,1.0
2018-04-23,0.9880229732080525,-0.02342205326037926,0.9823878709430229,1.052130773417398,0.9480228801599212,1.0
2018-04-24,1.0333619634298454,0.04588859920390283,0.9851842095837,1.0755240959036163,0.9677492392948013,1.0
2018-04-25,1.0337742689433076,0.0003989942808554827,0.9780756864389518,1.0741759052938462,0.9763311808313776,1.0
2018-04-26,1.0222465318025893,-0.011151116338484268,0.9788624994761335,1.0707298747476273,0.9677907264870547,1.0
2018-04-27,1.0232579036688931,0.00098936199325662,0.9775508987017313,1.0739003966176746,0.9671792769647246,1.0
2018-05-02,0.9817759772869389,-0.0405390725380382,0.9803522324552553,1.0405613269842742,0.9552250431292141,1.0
2018-05-03,1.0063348572071082,0.02501474927919501,0.9755068260506924,1.0550090450083283,0.9705781102029432,1.0
2018-05-04,1.0057722635457762,-0.0005590521458169071,0.9736951048175295,1.0537579626168996,0.9729890339736998,1.0
2018-05-07,1.0336655492719615,0.027733202373119402,0.9801753878687528,1.0643316224476767,0.9837343468059518,1.0
2018-05-08,1.0379517244102632,0.004146578302160062,0.9841512570311468,1.0560644949246347,0.9914642663557023,1.0
2018-05-09,1.0696249729201581,0.03051514609496019,0.9784490607388838,1.0888104475618263,0.9967206522946521,1.0
2018-05-10,1.052640145673115,-0.015879235878976602,0.9918520197186769,1.061390560616087,0.99234100169888,1.0
2018-05-11,0.9946839078183102,-0.05505797787879774,0.9991524148766188,1.0083526488795564,0.9799882091466118,1.0
2018-05-14,0.9837324693394874,-0.011009968486212943,0.9987128370155097,1.0013035736573481,0.9764805047746627,1.0
2018-05-15,0.9704590030300574,-0.013492963506981046,1.0098014143571559,0.9865940006160726,0.9668080659384974,1.0
2018-05-16,0.9650857005744172,-0.005536867027729311,1.00852750783472,0.9795786744308692,0.9695492821572531,1.0
2018-05-17,0.9587419210683807,-0.006573281007335173,1.0120635444893264,0.9699456692697735,0.9693111665337668,1.0
2018-05-18,0.9761673843466365,0.018175343014977006,1.008252196873095,0.9751370804965259,0.9853910599732971,1.0
2018-05-21,0.9848241859099085,0.008868152841498752,0.999984116435661,0.9915801140143756,0.9855943292846692,1.0
2018-05-22,0.9881781967661776,0.0034056950512138234,0.9942989453400968,1.0053706552575834,0.9808470313164919,1.0
2018-05-23,1.000812909785511,0.012785864999531982,0.9910459874396809,1.0149851782767016,0.9872169579178919,1.0
2018-05-24,1.0015180295672352,0.0007045470485340689,0.9857216671659847,1.0230780976477174,0.9853447365686416,1.0
2018-05-25,0.9990549719139602,-0.0024593243262324193,0.9801227409418428,1.0283975597595825,0.9833949708382245,1.0
2018-05-28,1.0121736965935424,0.013131133969985283,0.9642624781535855,1.0600222057223467,0.9819805215091065,1.0
2018-05-29,1.0039614384534,-0.00811348701095546,0.945193893429869,1.0735937582765471,0.9808598213663808,1.0
2018-05-30,1.0170019811049198,0.012989087182082037,0.9511471809188452,1.0821285406796806,0.9796247938973943,1.0
2018-05-31,1.0265408992142147,0.009379448896383914,0.9320210395136171,1.1095926184330591,0.9836493527219662,1.0
2018-06-01,1.02094308219831,-0.005453087178688761,0.9280336732364417,1.0998992919704866,0.9910867638018978,1.0
2018-06-04,1.027721644241018,0.006639510234118184,0.9252621027297587,1.108842052777816,0.9925689153175016,1.0
2018-06-05,1.0495931615688718,0.02128155756027312,0.9137498004999567,1.131840242574859,1.0054554748695603,1.0
2018-06-06,1.0514638803918568,0.0017823275641284555,0.9128267148196628,1.137727552886656,1.0030333390896282,1.0
2018-06-07,1.0249776136682527,-0.025189896883317898,0.9086646069677191,1.1239816051846334,0.9944590262981055,1.0
2018-06-08,0.9931117755640076,-0.031089301541134776,0.9007894747197583,1.1021524175929236,0.9914743676330972,1.0
2018-06-11,1.0038372561501936,0.010799872532066906,0.9013706823984725,1.1073826744178943,0.9968374101181492,1.0
2018-06-12,1.0034447696747555,-0.00039098616138569676,0.9028514018318426,1.1105203768103151,0.991985634837716,1.0
2018-06-13,1.0383597506503879,0.03479511980210864,0.9180328040794085,1.1346537319690457,0.9882642951147556,1.0
2018-06-14,1.0301626115715228,-0.007894315119331873,0.918087138870994,1.130484441834077,0.9840355153320848,1.0
2018-06-15,1.0308335950058314,0.0006513373973890267,0.9204682990526527,1.1301008810861828,0.9824581221614778,1.0
2018-06-19,1.0483267924229733,0.01696995276627822,0.8913696434738163,1.1902516590475398,0.9778963818656465,1.0
2018-06-20,1.071275724360798,0.021891009658146162,0.8884501528536046,1.2138037255878722,0.9831563181492781,1.0
2018-06-21,1.0619515539171258,-0.00870380074115428,0.8797337925561768,1.2106670128513586,0.9867852935377842,1.0
2018-06-22,1.0808798402965434,0.01782405827233685,0.8719483035912073,1.2328566800683483,0.9950204288873346,1.0
2018-06-25,1.0695883321247408,-0.010446589667825445,0.8617558791753372,1.2255017593533726,1.0021929523410342,1.0
2018-06-26,1.0622245419275274,-0.00688469570585645,0.8599039682602039,1.221633418535583,1.0006103270657005,1.0
2018-06-27,1.0624187658897941,0.00018284642709750012,0.8590824954793091,1.2349240095098892,0.9908631747491807,1.0
2018-06-28,1.0441554667566026,-0.017190301714875744,0.8557294255235323,1.2263462431505134,0.9845798815773716,1.0
2018-06-29,1.0634870731440664,0.01851410733644149,0.8490664872040199,1.2476840384909806,0.9933435169301307,1.0
2018-07-02,1.0311097240487819,-0.030444515888251325,0.8648548823992475,1.2005034363847793,0.9821932586656744,1.0
2018-07-03,1.0375196391083426,0.006216520812539178,0.8623791506941548,1.2092558272954261,0.9839499291582433,1.0
2018-07-04,1.0277329145311116,-0.009432808988215165,0.8655054731028463,1.1999804406463483,0.9786486899479533,1.0
2018-07-05,1.0259826730721238,-0.0017030119734818179,0.86844318565967,1.1978082557354204,0.975431828239452,1.0
2018-07-06,1.0292010723367042,0.003136894363862267,0.8683044260212278,1.2065087776054761,0.9715622632668182,1.0
2018-07-09,1.0554640019769856,0.02551778301265645,0.872263028147973,1.214314352516784,0.9856394478985055,1.0
2018-07-10,1.0439311982290713,-0.010926761809320177,0.8754067552422065,1.204216084414358,0.9795138548201279,1.0
2018-07-11,1.0088399121109946,-0.03361455829426864,0.8806491883940712,1.1732391772147077,0.9659187754789709,1.0
2018-07-12,1.0524658223771495,0.043243640286661444,0.8725069077080837,1.2178424755161419,0.9798977314601262,1.0
2018-07-13,1.0517345334086434,-0.0006948339347061257,0.8686319179224209,1.221356287765257,0.9807415247901521,1.0
2018-07-16,1.0396551568339123,-0.01148519535208397,0.8729615527444541,1.2094838379874608,0.9741225830441481,1.0
2018-07-17,1.0647268215715042,0.024115366112301577,0.8694282666351887,1.237052135536583,0.9793530333087559,1.0
2018-07-18,1.0611709309024557,-0.003339721135041997,0.8697136215867532,1.2348441908963932,0.9775088259739023,1.0
2018-07-19,1.0538727510389494,-0.0068774781243768485,0.8673145394705141,1.2239756971576776,0.982086016655144,1.0
2018-07-20,1.0460552902230071,-0.007417841298425717,0.8691107244249104,1.2108271595790652,0.9833172267673438,1.0
2018-07-23,1.0494115756732445,0.003208516300818037,0.8679230972594547,1.2114977299092764,0.9874679956016165,0.9998
2018-07-24,1.0635674621104052,0.01348935609756266,0.8667779313548072,1.205794757881418,1.0063019109869085,1.0002431356552954
2018-07-25,1.089510475871142,0.02439244776185509,0.8705843275105206,1.211824741681705,1.0063019109869085,1.01524696108247
2018-07-26,1.078773694233841,-0.00985468416787456,0.8569934608345682,1.2164027493319396,1.0063019109869085,1.0172558670321992
2018-07-27,1.0758955757016528,-0.002667953943975558,0.8839651506250362,1.1703039305250662,1.0063019109869085,1.0210779515711492
2018-07-30,1.067275725204592,-0.008011791006240906,0.8784612084477709,1.1665738257337288,1.0063019109869085,1.0225094305446698
2018-07-31,1.0648863979811012,-0.0022387159822573567,0.8818606665554555,1.1594478055844115,1.0063019109869085,1.0225094305446698
2018-08-01,1.0744767553114345,0.009005991013234307,0.8661093527404847,1.1907731230291032,1.0061509657002605,1.0225094305446698
2018-08-02,1.0390567498454095,-0.03296488759848387,0.8652283616935171,1.1543133981220772,1.0048136165816925,1.0225094305446698
2018-08-03,0.9922113316484772,-0.04508456174689397,0.8735218832906186,1.0924284153897592,1.003750548270512,1.0225094305446698
2018-08-06,0.9576074304970849,-0.03487553512808687,0.8847057281472026,1.0283272509908212,1.014790779750703,1.0225094305446698
2018-08-07,1.023007273188351,0.06829504513902723,0.9073547530678848,1.043934003514983,1.0427153657903974,1.0225094305446698
2018-08-08,1.001823558959009,-0.020707295817477336,0.89644796804429,1.0331144049939174,1.044464394916672,1.0225094305446698
2018-08-09,1.002845678881123,0.0010202594189101894,0.8968610437926111,1.0392787602678673,1.0388166610248422,1.0225094305446698
2018-08-10,1.0033378882374415,0.0004908126610940981,0.883868763949056,1.053331603718282,1.040328634757679,1.0225094305446698
2018-08-13,0.9922351241105288,-0.011065827631025456,0.8986372692568408,1.0252703425611716,1.039148610162906,1.0225094305446698
2018-08-14,0.9855898556107221,-0.006697271985572701,0.8936490555690543,1.016832815574212,1.046509061450646,1.0225094305446698
2018-08-15,0.9874211465978077,0.0018580659862318526,0.8984723659870518,1.0098242734103258,1.0500182858021383,1.0225094305446698
