factor,admitted,direction,ic_mean,icir,ic_tstat,hit_rate_adj,ic_mean_daily,subperiod_sign_ratio,half_sample_sign_match,rolling_icir_pos_ratio,q_monotonicity,q_spread,ls_sharpe,ls_cagr,ls_max_drawdown,avg_turnover,n,n_fail,reject_summary
alpha003,False,1,0.0015791246936948198,0.02525565401413696,0.5664252589882813,0.5029821073558648,0.003679931812963271,0.6363636363636364,True,0.5416666666666666,0.5,0.0003194241330800743,-0.31620424051370094,-0.019913623040415773,-0.22713241472407442,1.3698031102264245,503.0,6,min_abs_ic: value=0.0015791246936948198 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.02525565401413696 vs 0.06 (有效性：|ICIR| 下限)
alpha033,False,1,0.003784063199673874,0.024744049289734095,0.5549511614116629,0.5228628230616302,0.005756329783192948,0.45454545454545453,False,0.5979166666666667,0.75,5.207553820840878e-06,-0.2925503688641582,-0.04671018901800328,-0.5573976155278078,1.5552799941725048,503.0,8,min_abs_ic: value=0.003784063199673874 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.024744049289734095 vs 0.06 (有效性：|ICIR| 下限)
alpha040,False,1,0.0022769388982532427,0.02318352559145048,0.5199522641563049,0.5129224652087475,0.006613147921634374,0.5454545454545454,False,0.5666666666666667,0.5,1.6605825580907722e-05,-0.35837333498889257,-0.03386223963761337,-0.400648049953208,1.253521921987985,503.0,8,min_abs_ic: value=0.0022769388982532427 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.02318352559145048 vs 0.06 (有效性：|ICIR| 下限)
alpha055,False,1,0.0012829687617082074,0.02223406554857892,0.4981621651138201,0.50199203187251,0.002114104691264966,0.6363636363636364,False,0.4697286012526096,0.5,0.0001669776897282333,-0.6158253641094554,-0.030949361349992377,-0.31701054626500547,1.5332469553127814,502.0,9,min_abs_ic: value=0.0012829687617082074 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.02223406554857892 vs 0.06 (有效性：|ICIR| 下限)
alpha007,False,1,0.001377633666291502,0.017388663116852346,0.38569920619021186,0.5121951219512195,0.003534368108396334,0.5454545454545454,False,0.5010660980810234,0.75,0.006594296399998896,-0.19188465292982781,-0.01634207925635467,-0.24215453367551099,1.1182726624666453,492.0,7,min_abs_ic: value=0.001377633666291502 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.017388663116852346 vs 0.06 (有效性：|ICIR| 下限)
alpha020,False,1,0.0022388987148821357,0.015566807789024771,0.34912709560336685,0.49304174950298213,0.004712877103103243,0.5454545454545454,True,0.5854166666666667,0.75,0.0008299067713370897,0.03298028514723514,-0.0025966860894878208,-0.3360072422093122,1.512154931643739,503.0,5,min_abs_ic: value=0.0022388987148821357 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.015566807789024771 vs 0.06 (有效性：|ICIR| 下限)
alpha018,False,1,0.0013123519867885992,0.009789420004155428,0.21955379805626798,0.5029821073558648,0.004313095162144742,0.5454545454545454,True,0.5229166666666667,0.75,0.00018610362198310517,-0.2297581143928868,-0.031215924255960092,-0.46490445908755973,1.3855609883020006,503.0,8,min_abs_ic: value=0.0013123519867885992 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.009789420004155428 vs 0.06 (有效性：|ICIR| 下限)
alpha_rev1,False,1,0.0015795994451214474,0.00958581731744933,0.21498746591996074,0.4970178926441352,0.007134970386011066,0.36363636363636365,False,0.50625,0.5,-0.0003216066468138697,-0.38973078805580746,-0.06359910904035104,-0.50840430503917,1.5584964358412778,503.0,8,min_abs_ic: value=0.0015795994451214474 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.00958581731744933 vs 0.06 (有效性：|ICIR| 下限)
alpha006,False,1,0.0008341736032284692,0.008480980458220412,0.1902085588372837,0.4831013916500994,0.004217179934307366,0.5454545454545454,False,0.5145833333333333,0.5,2.8335749604497824e-05,-0.4048001799449077,-0.03623295587010378,-0.3691277164634117,1.3845089390707628,503.0,9,min_abs_ic: value=0.0008341736032284692 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.008480980458220412 vs 0.06 (有效性：|ICIR| 下限)
alpha028,False,1,0.0008748350584497987,0.00758959160231812,0.16348480638930843,0.5280172413793104,0.00013087459242736317,0.5454545454545454,False,0.5918367346938775,0.5,1.1056227910841848e-05,-0.3676541857814387,-0.04205620725383474,-0.44504166699831693,1.5173880248219351,464.0,8,min_abs_ic: value=0.0008748350584497987 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.00758959160231812 vs 0.06 (有效性：|ICIR| 下限)
alpha008,False,1,0.0008841201740661923,0.0061996233541417815,0.13876635109544141,0.49500998003992014,0.011424026946322644,0.45454545454545453,False,0.4874476987447699,0.5,0.00018412994909495226,-0.2535692585791043,-0.032453810931369786,-0.5323868251157163,1.4486580445339876,501.0,10,min_abs_ic: value=0.0008841201740661923 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.0061996233541417815 vs 0.06 (有效性：|ICIR| 下限)
alpha044,False,1,0.0003912118611546626,0.006018954224340625,0.1349910678793899,0.4711729622266402,0.0029958866855739853,0.45454545454545453,False,0.4708333333333333,0.5,-0.00023399526697065335,-0.8432363162154661,-0.05187546564259493,-0.43394946056806094,1.5711008358494503,503.0,10,min_abs_ic: value=0.0003912118611546626 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.006018954224340625 vs 0.06 (有效性：|ICIR| 下限)
alpha101,False,1,0.0008349808856704008,0.0057410074696230455,0.12875737215178246,0.4990059642147117,-0.004627725988839127,0.6363636363636364,False,0.4625,0.5,0.0005467068672749512,-0.10436270101497505,-0.0197872235957276,-0.4798771340491148,1.5942503613852013,503.0,8,min_abs_ic: value=0.0008349808856704008 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.0057410074696230455 vs 0.06 (有效性：|ICIR| 下限)
alpha014,False,1,0.0003135291757573474,0.0031804795034216476,0.07133071768500342,0.47912524850894633,0.0042201808442151895,0.45454545454545453,False,0.4583333333333333,0.75,3.121535513686113e-05,-0.4281865593782986,-0.03761108654104439,-0.3559001613710343,1.4509408637365255,503.0,10,min_abs_ic: value=0.0003135291757573474 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.0031804795034216476 vs 0.06 (有效性：|ICIR| 下限)
alpha009,False,-1,-0.00039770661003255274,-0.0029020126955230036,-0.06508535838069324,0.5049701789264414,0.004155440768877061,0.6363636363636364,False,0.5625,0.5,-4.025819027157545e-05,-0.3478358703652029,-0.04359649179011926,-0.5026078205112126,1.445088291492833,503.0,8,min_abs_ic: value=0.00039770661003255274 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.0029020126955230036 vs 0.06 (有效性：|ICIR| 下限)
alpha010,False,-1,-0.00039770661003255274,-0.0029020126955230036,-0.06508535838069324,0.5049701789264414,0.004155440768877061,0.6363636363636364,False,0.5625,0.5,-4.025819027157545e-05,-0.3478358703652029,-0.04359649179011926,-0.5026078205112126,1.445088291492833,503.0,8,min_abs_ic: value=0.00039770661003255274 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.0029020126955230036 vs 0.06 (有效性：|ICIR| 下限)
alpha041,False,-1,-0.0004811523375981049,-0.003658737911694406,-0.08205693537145037,0.4870775347912525,0.002771928579489714,0.6363636363636364,False,0.4666666666666667,0.25,0.00010219983742488972,-0.27911014507940723,-0.03638203333716927,-0.5559352119862998,1.4303114108539479,503.0,10,min_abs_ic: value=0.0004811523375981049 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.003658737911694406 vs 0.06 (有效性：|ICIR| 下限)
alpha060,False,-1,-0.0006500215889918359,-0.005361443435202311,-0.1202446384732542,0.5009940357852882,-0.003723977132747705,0.7272727272727273,False,0.5083333333333333,0.5,0.00022802783154162723,-0.249017394220338,-0.03153483022021686,-0.5047222831281556,1.50501684514189,503.0,8,min_abs_ic: value=0.0006500215889918359 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.005361443435202311 vs 0.06 (有效性：|ICIR| 下限)
alpha046,False,-1,-0.0008378554097106871,-0.006343671614894633,-0.14227371959530263,0.5089463220675945,0.006383827241269536,0.45454545454545453,True,0.5083333333333333,0.5,0.0040242920294008624,-0.3955069650521192,-0.04428560028529649,-0.45261284000593915,1.400829173636523,503.0,7,min_abs_ic: value=0.0008378554097106871 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.006343671614894633 vs 0.06 (有效性：|ICIR| 下限)
alpha054,False,-1,-0.0025234561143237136,-0.019498913636301074,-0.43731503449681647,0.5188866799204772,0.0021503131935323096,0.6363636363636364,False,0.49583333333333335,0.5,0.00016145439355342477,-0.3058006317611605,-0.036558555599527476,-0.5435383888013491,1.5838176988127126,503.0,8,min_abs_ic: value=0.0025234561143237136 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.019498913636301074 vs 0.06 (有效性：|ICIR| 下限)
alpha034,False,-1,-0.0025728056293285524,-0.021217263328579247,-0.4758535997201237,0.5168986083499005,0.005802919448079367,0.45454545454545453,False,0.49583333333333335,0.5,0.0005793993915881373,-0.10968686358240357,-0.015264048581433154,-0.38415386529400286,1.5818132588321157,503.0,8,min_abs_ic: value=0.0025728056293285524 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.021217263328579247 vs 0.06 (有效性：|ICIR| 下限)
alpha049,False,-1,-0.0029722650862279393,-0.028628873143994944,-0.6388794596733312,0.5040160642570282,-0.00010999942494124886,0.6363636363636364,True,0.5094736842105263,0.5,0.005767622808415812,-0.36552330681953543,-0.034630531984134905,-0.40836671081411835,1.276579294831927,498.0,6,min_abs_ic: value=0.0029722650862279393 vs 0.005 (有效性：|IC均值| 下限); min_abs_icir: value=0.028628873143994944 vs 0.06 (有效性：|ICIR| 下限)
alpha_mom5,False,-1,-0.006082288452014361,-0.033043942079261646,-0.7403613025307809,0.5099601593625498,-0.014853826512658805,0.5454545454545454,False,0.5594989561586639,0.5,0.0007656634320161232,-0.004755386546332249,-0.014480139016577964,-0.5068542940110834,1.5629234814253545,502.0,7,min_abs_icir: value=0.033043942079261646 vs 0.06 (有效性：|ICIR| 下限); min_ic_tstat: value=0.7403613025307809 vs 1.5 (有效性：|IC t统计量| 下限)
alpha001,False,-1,-0.006879356806971956,-0.052852221678961975,-1.1853517369162099,0.5069582504970178,-0.007756815988837572,0.45454545454545453,False,0.575,0.25,-0.026074375854169714,0.0480882363030564,-0.0004290006868215013,-0.34955352252795124,1.3728180918034485,503.0,6,min_abs_icir: value=0.052852221678961975 vs 0.06 (有效性：|ICIR| 下限); min_ic_tstat: value=1.1853517369162099 vs 1.5 (有效性：|IC t统计量| 下限)
alpha022,False,-1,-0.007341027098770378,-0.0868500695858008,-1.945906771328816,0.5278884462151394,-0.0003004207098829435,0.6363636363636364,True,0.6221294363256785,0.5,0.0008500021533829859,-0.042310709837286534,-0.005484231122247718,-0.22945653932961696,1.818939797916096,502.0,1,min_ls_sharpe: value=-0.042310709837286534 vs 0.0 (多空：净夏普下限（含成本）)
