date,var_scale
2019-03-05,0.9979796609886749
2019-03-06,0.996540598493935
2019-03-07,1.0
2019-03-08,0.9909772220961899
2019-03-11,1.0
2019-03-12,1.0
2019-03-13,1.0
2019-03-14,1.0
2019-03-15,1.0
2019-03-18,1.0
2019-03-19,1.0
2019-03-20,1.0
2019-03-21,1.0
2019-03-22,1.0
2019-03-25,1.0
2019-03-26,1.0
2019-03-27,1.0
2019-03-28,1.0
2019-03-29,1.0
2019-04-01,1.0
2019-04-02,1.0
2019-04-03,1.0
2019-04-04,1.0
2019-04-08,1.0
2019-04-09,1.0
2019-04-10,1.0
2019-04-11,1.0
2019-04-12,1.0
2019-04-15,1.0
2019-04-16,1.0
2019-04-17,1.0
2019-04-18,1.0
2019-04-19,1.0
2019-04-22,1.0
2019-04-23,1.0
2019-04-24,1.0
2019-04-25,1.0
2019-04-26,1.0
2019-04-29,1.0
2019-04-30,1.0
2019-05-06,1.0
2019-05-07,1.0
2019-05-08,1.0
2019-05-09,1.0
2019-05-10,1.0
2019-05-13,1.0
2019-05-14,1.0
2019-05-15,1.0
2019-05-16,1.0
2019-05-17,1.0
2019-05-20,1.0
2019-05-21,1.0
2019-05-22,1.0
2019-05-23,1.0
2019-05-24,1.0
2019-05-27,1.0
2019-05-28,1.0
2019-05-29,1.0
2019-05-30,1.0
2019-05-31,1.0
2019-06-03,1.0
2019-06-04,1.0
2019-06-05,1.0
2019-06-06,1.0
2019-06-10,1.0
2019-06-11,1.0
2019-06-12,1.0
2019-06-13,1.0
2019-06-14,1.0
2019-06-17,1.0
2019-06-18,1.0
2019-06-19,1.0
2019-06-20,1.0
2019-06-21,1.0
2019-06-24,1.0
2019-06-25,1.0
2019-06-26,1.0
2019-06-27,1.0
2019-06-28,1.0
2019-07-01,1.0
2019-07-02,1.0
2019-07-03,1.0
2019-07-04,1.0
2019-07-05,1.0
2019-07-08,1.0
2019-07-09,1.0
2019-07-10,1.0
2019-07-11,1.0
2019-07-12,1.0
2019-07-15,1.0
2019-07-16,1.0
2019-07-17,1.0
2019-07-18,1.0
2019-07-19,1.0
2019-07-22,1.0
2019-07-23,1.0
2019-07-24,1.0
2019-07-25,1.0
2019-07-26,1.0
2019-07-29,1.0
2019-07-30,1.0
2019-07-31,1.0
2019-08-01,1.0
2019-08-02,0.9971490773506017
2019-08-05,0.947929763562383
2019-08-06,0.9708272750292303
2019-08-07,0.9241869309820238
2019-08-08,0.978626608333767
2019-08-09,0.978626608333767
2019-08-12,1.0
2019-08-13,1.0
2019-08-14,1.0
2019-08-15,1.0
2019-08-16,1.0
2019-08-19,1.0
2019-08-20,1.0
2019-08-21,1.0
2019-08-22,1.0
2019-08-23,1.0
2019-08-26,1.0
2019-08-27,1.0
2019-08-28,1.0
2019-08-29,1.0
2019-08-30,1.0
2019-09-02,1.0
2019-09-03,1.0
2019-09-04,1.0
2019-09-05,1.0
2019-09-06,1.0
2019-09-09,1.0
2019-09-10,1.0
2019-09-11,1.0
2019-09-12,1.0
2019-09-16,1.0
2019-09-17,1.0
2019-09-18,1.0
2019-09-19,1.0
2019-09-20,1.0
2019-09-23,1.0
2019-09-24,1.0
2019-09-25,1.0
2019-09-26,1.0
2019-09-27,1.0
2019-09-30,1.0
2019-10-08,1.0
2019-10-09,1.0
2019-10-10,1.0
2019-10-11,1.0
2019-10-14,1.0
2019-10-15,1.0
2019-10-16,1.0
2019-10-17,1.0
2019-10-18,0.9066254341981509
2019-10-21,1.0
2019-10-22,0.9648900952073509
2019-10-23,0.9648900952073509
2019-10-24,0.961304340523515
2019-10-25,1.0
2019-10-28,1.0
2019-10-29,1.0
2019-10-30,1.0
2019-10-31,1.0
2019-11-01,1.0
2019-11-04,1.0
2019-11-05,1.0
2019-11-06,1.0
2019-11-07,1.0
2019-11-08,1.0
2019-11-11,1.0
2019-11-12,1.0
2019-11-13,1.0
2019-11-14,1.0
2019-11-15,1.0
2019-11-18,1.0
2019-11-19,1.0
2019-11-20,1.0
2019-11-21,1.0
2019-11-22,1.0
2019-11-25,1.0
2019-11-26,1.0
2019-11-27,1.0
2019-11-28,1.0
2019-11-29,1.0
2019-12-02,1.0
2019-12-03,1.0
2019-12-04,1.0
2019-12-05,1.0
2019-12-06,1.0
2019-12-09,1.0
2019-12-10,1.0
2019-12-11,1.0
2019-12-12,1.0
2019-12-13,1.0
2019-12-16,1.0
2019-12-17,1.0
2019-12-18,1.0
2019-12-19,1.0
2019-12-20,1.0
2019-12-23,1.0
2019-12-24,1.0
2019-12-25,1.0
2019-12-26,1.0
2019-12-27,1.0
2019-12-30,1.0
2019-12-31,1.0
2020-01-02,1.0
2020-01-03,1.0
2020-01-06,1.0
2020-01-07,1.0
2020-01-08,1.0
2020-01-09,1.0
2020-01-10,1.0
2020-01-13,1.0
2020-01-14,1.0
2020-01-15,1.0
2020-01-16,1.0
2020-01-17,1.0
2020-01-20,1.0
2020-01-21,1.0
2020-01-22,1.0
2020-01-23,1.0
2020-02-03,1.0
2020-02-04,1.0
2020-02-05,1.0
2020-02-06,1.0
2020-02-07,0.9780262770389756
2020-02-10,0.9780262770389756
2020-02-11,0.9960083443785344
2020-02-12,0.9858858592830122
2020-02-13,0.9302901619910638
2020-02-14,0.9693218841785015
2020-02-17,0.968678105094358
2020-02-18,0.9470837138398868
2020-02-19,0.915340838602575
2020-02-20,0.9487996756718413
2020-02-21,1.0
2020-02-24,1.0
2020-02-25,1.0
2020-02-26,1.0
2020-02-27,1.0
2020-02-28,1.0
2020-03-02,1.0
2020-03-03,1.0
2020-03-04,1.0
2020-03-05,1.0
2020-03-06,1.0
2020-03-09,1.0
2020-03-10,1.0
2020-03-11,1.0
2020-03-12,1.0
2020-03-13,1.0
2020-03-16,1.0
2020-03-17,1.0
2020-03-18,1.0
2020-03-19,1.0
2020-03-20,1.0
2020-03-23,1.0
2020-03-24,1.0
2020-03-25,1.0
2020-03-26,1.0
2020-03-27,1.0
2020-03-30,1.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-07,1.0
2020-04-08,1.0
2020-04-09,1.0
2020-04-10,1.0
2020-04-13,1.0
2020-04-14,1.0
2020-04-15,1.0
2020-04-16,1.0
2020-04-17,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,1.0
2020-04-24,1.0
2020-04-27,1.0
2020-04-28,1.0
2020-04-29,1.0
2020-04-30,1.0
2020-05-06,1.0
2020-05-07,1.0
2020-05-08,1.0
2020-05-11,1.0
2020-05-12,1.0
2020-05-13,1.0
2020-05-14,1.0
2020-05-15,1.0
2020-05-18,1.0
2020-05-19,1.0
2020-05-20,1.0
2020-05-21,1.0
2020-05-22,1.0
2020-05-25,1.0
2020-05-26,0.7743086170388471
2020-05-27,0.9850567371815017
2020-05-28,0.7394555232391675
2020-05-29,0.7394555232391675
2020-06-01,0.911888087586845
2020-06-02,0.8463860464069541
2020-06-03,1.0
2020-06-04,1.0
2020-06-05,0.9756188063589807
2020-06-08,0.8824423632048701
2020-06-09,0.6700085954595694
2020-06-10,0.6683255453145958
2020-06-11,0.799994875905099
2020-06-12,0.8019944734105563
2020-06-15,0.8022445412459281
2020-06-16,1.0
2020-06-17,0.8730778169074112
2020-06-18,1.0
2020-06-19,1.0
2020-06-22,0.863121089323237
2020-06-23,0.8486998540055797
2020-06-24,0.8481026513813728
2020-06-29,0.7830106296056925
2020-06-30,1.0
2020-07-01,1.0
2020-07-02,1.0
2020-07-03,1.0
2020-07-06,1.0
2020-07-07,0.744207130375104
2020-07-08,0.9930591360125953
2020-07-09,0.8339987459981285
2020-07-10,0.855907735243092
2020-07-13,0.9890920720397808
2020-07-14,0.8466644323954354
2020-07-15,0.8466644323954354
2020-07-16,1.0
2020-07-17,0.9493261733943378
2020-07-20,0.9707156254754848
2020-07-21,1.0
2020-07-22,0.9707156254754848
2020-07-23,0.9707156254754848
2020-07-24,0.9932300563922948
2020-07-27,1.0
2020-07-28,1.0
2020-07-29,1.0
2020-07-30,1.0
2020-07-31,1.0
2020-08-03,1.0
2020-08-04,1.0
2020-08-05,1.0
2020-08-06,1.0
2020-08-07,1.0
2020-08-10,1.0
2020-08-11,1.0
2020-08-12,1.0
2020-08-13,1.0
2020-08-14,1.0
2020-08-17,1.0
2020-08-18,1.0
2020-08-19,1.0
2020-08-20,1.0
2020-08-21,1.0
2020-08-24,1.0
2020-08-25,1.0
2020-08-26,1.0
2020-08-27,1.0
2020-08-28,1.0
2020-08-31,1.0
2020-09-01,1.0
2020-09-02,1.0
2020-09-03,1.0
2020-09-04,1.0
2020-09-07,1.0
2020-09-08,1.0
2020-09-09,1.0
2020-09-10,1.0
2020-09-11,1.0
2020-09-14,1.0
2020-09-15,1.0
2020-09-16,1.0
2020-09-17,1.0
2020-09-18,1.0
2020-09-21,1.0
2020-09-22,1.0
2020-09-23,1.0
2020-09-24,1.0
2020-09-25,1.0
2020-09-28,1.0
2020-09-29,1.0
2020-09-30,1.0
2020-10-09,1.0
2020-10-12,1.0
2020-10-13,1.0
2020-10-14,1.0
2020-10-15,1.0
2020-10-16,1.0
2020-10-19,1.0
2020-10-20,1.0
2020-10-21,1.0
2020-10-22,1.0
2020-10-23,1.0
2020-10-26,1.0
2020-10-27,1.0
2020-10-28,1.0
2020-10-29,1.0
2020-10-30,1.0
2020-11-02,1.0
2020-11-03,1.0
2020-11-04,1.0
2020-11-05,1.0
2020-11-06,1.0
2020-11-09,1.0
2020-11-10,1.0
2020-11-11,1.0
2020-11-12,1.0
2020-11-13,1.0
2020-11-16,1.0
2020-11-17,1.0
2020-11-18,1.0
2020-11-19,1.0
2020-11-20,1.0
2020-11-23,1.0
2020-11-24,0.9640465891372775
2020-11-25,0.6792170338369818
2020-11-26,0.6792170338369818
2020-11-27,0.6673002626671608
2020-11-30,0.6673002626671608
2020-12-01,0.7708105233507555
2020-12-02,0.6776129029409655
2020-12-03,0.8041348826625585
2020-12-04,0.7578653731428601
2020-12-07,0.7578653731428601
2020-12-08,0.7578653731428601
2020-12-09,0.697258222366686
2020-12-10,0.7635782601185649
2020-12-11,0.9567873154075562
2020-12-14,0.9149805342587876
2020-12-15,1.0
2020-12-16,0.9659835499514394
2020-12-17,1.0
2020-12-18,1.0
2020-12-21,0.9883964469196646
2020-12-22,0.9154872208098913
2020-12-23,1.0
2020-12-24,1.0
2020-12-25,1.0
2020-12-28,1.0
2020-12-29,1.0
2020-12-30,1.0
2020-12-31,1.0
2021-01-04,1.0
2021-01-05,1.0
2021-01-06,1.0
2021-01-07,1.0
2021-01-08,0.91203124245283
2021-01-11,0.9009651550873591
2021-01-12,1.0
2021-01-13,1.0
2021-01-14,1.0
2021-01-15,1.0
2021-01-18,1.0
2021-01-19,1.0
2021-01-20,1.0
2021-01-21,1.0
2021-01-22,1.0
2021-01-25,1.0
2021-01-26,1.0
2021-01-27,1.0
2021-01-28,1.0
2021-01-29,1.0
2021-02-01,1.0
2021-02-02,1.0
2021-02-03,1.0
2021-02-04,1.0
2021-02-05,1.0
2021-02-08,1.0
2021-02-09,1.0
2021-02-10,1.0
2021-02-18,0.9959657789764578
2021-02-19,0.8052778888698799
2021-02-22,0.8205578911756434
2021-02-23,0.8205578911756434
2021-02-24,0.8205578911756434
2021-02-25,0.9048331213019141
2021-02-26,0.9233823269217113
2021-03-01,0.9461938180974403
2021-03-02,0.9987221946222601
2021-03-03,0.9987221946222601
2021-03-04,1.0
2021-03-05,1.0
2021-03-08,1.0
2021-03-09,1.0
2021-03-10,1.0
2021-03-11,1.0
2021-03-12,1.0
2021-03-15,1.0
2021-03-16,1.0
2021-03-17,1.0
2021-03-18,1.0
2021-03-19,1.0
2021-03-22,1.0
2021-03-23,1.0
2021-03-24,1.0
2021-03-25,1.0
2021-03-26,1.0
2021-03-29,1.0
2021-03-30,1.0
2021-03-31,1.0
2021-04-01,1.0
2021-04-02,1.0
2021-04-06,1.0
2021-04-07,1.0
2021-04-08,1.0
2021-04-09,1.0
2021-04-12,1.0
2021-04-13,1.0
2021-04-14,1.0
2021-04-15,1.0
2021-04-16,1.0
2021-04-19,1.0
2021-04-20,1.0
2021-04-21,1.0
2021-04-22,1.0
2021-04-23,1.0
2021-04-26,1.0
2021-04-27,1.0
2021-04-28,1.0
2021-04-29,1.0
2021-04-30,0.7230357525833286
2021-05-06,0.9288993657408203
2021-05-07,0.7539256602316877
2021-05-10,0.7539256602316877
2021-05-11,0.7539256602316877
2021-05-12,0.7539256602316877
2021-05-13,0.6973924691572597
2021-05-14,0.685831738238891
2021-05-17,0.8520046574847414
2021-05-18,0.8520046574847414
2021-05-19,0.8863117050974241
2021-05-20,1.0
2021-05-21,1.0
2021-05-24,1.0
2021-05-25,1.0
2021-05-26,1.0
2021-05-27,1.0
2021-05-28,1.0
2021-05-31,1.0
2021-06-01,1.0
2021-06-02,1.0
2021-06-03,1.0
2021-06-04,1.0
2021-06-07,0.8652710151514846
2021-06-08,1.0
2021-06-09,0.8514107543059161
2021-06-10,0.8514107543059161
2021-06-11,0.8601491660027877
2021-06-15,1.0
2021-06-16,1.0
2021-06-17,0.9625273466969408
2021-06-18,1.0
2021-06-21,1.0
2021-06-22,1.0
2021-06-23,1.0
2021-06-24,1.0
2021-06-25,1.0
2021-06-28,1.0
2021-06-29,1.0
2021-06-30,1.0
2021-07-01,1.0
2021-07-02,1.0
2021-07-05,1.0
2021-07-06,1.0
2021-07-07,1.0
2021-07-08,1.0
2021-07-09,1.0
2021-07-12,1.0
2021-07-13,1.0
2021-07-14,1.0
2021-07-15,0.8233007024234106
2021-07-16,0.8350591144520142
2021-07-19,0.8810198556042506
2021-07-20,0.8529848620304411
2021-07-21,0.8529848620304411
2021-07-22,1.0
2021-07-23,1.0
2021-07-26,1.0
2021-07-27,1.0
2021-07-28,1.0
2021-07-29,1.0
2021-07-30,1.0
2021-08-02,1.0
2021-08-03,1.0
2021-08-04,1.0
2021-08-05,1.0
2021-08-06,1.0
2021-08-09,1.0
2021-08-10,1.0
2021-08-11,1.0
2021-08-12,1.0
2021-08-13,1.0
2021-08-16,1.0
2021-08-17,1.0
2021-08-18,1.0
2021-08-19,0.9978182823192104
2021-08-20,0.9480784075837868
2021-08-23,0.9013288467587973
2021-08-24,0.9030693543878623
2021-08-25,0.861510272714494
2021-08-26,0.8936221368212636
2021-08-27,0.9218020586286052
2021-08-30,0.883707546137958
2021-08-31,0.8936594413149377
2021-09-01,1.0
2021-09-02,1.0
2021-09-03,1.0
2021-09-06,1.0
2021-09-07,1.0
2021-09-08,1.0
2021-09-09,1.0
2021-09-10,1.0
2021-09-13,1.0
2021-09-14,1.0
2021-09-15,1.0
2021-09-16,1.0
2021-09-17,1.0
2021-09-22,1.0
2021-09-23,1.0
2021-09-24,1.0
2021-09-27,1.0
2021-09-28,1.0
2021-09-29,1.0
2021-09-30,1.0
2021-10-08,1.0
2021-10-11,1.0
2021-10-12,0.8447806187940365
2021-10-13,1.0
2021-10-14,1.0
2021-10-15,1.0
2021-10-18,1.0
2021-10-19,1.0
2021-10-20,1.0
2021-10-21,1.0
2021-10-22,1.0
2021-10-25,1.0
2021-10-26,1.0
2021-10-27,1.0
2021-10-28,1.0
2021-10-29,1.0
2021-11-01,1.0
2021-11-02,1.0
2021-11-03,1.0
2021-11-04,1.0
2021-11-05,1.0
2021-11-08,0.7773422455253388
2021-11-09,0.8346719793290253
2021-11-10,0.808191985136767
2021-11-11,1.0
2021-11-12,0.7178815186267286
2021-11-15,0.7048050372358764
2021-11-16,0.7733777048821618
2021-11-17,0.7298800237964695
2021-11-18,0.7322570827624769
2021-11-19,0.7322570827624769
2021-11-22,0.8395459463793316
2021-11-23,0.8542652484614774
2021-11-24,0.8509623422477608
2021-11-25,0.9703808072575353
2021-11-26,0.9516322910647095
2021-11-29,0.8427820517960188
2021-11-30,0.9304890989079885
2021-12-01,1.0
2021-12-02,0.9395952025348592
2021-12-03,0.975719635549606
2021-12-06,0.9506003706901938
2021-12-07,1.0
2021-12-08,1.0
2021-12-09,1.0
2021-12-10,1.0
2021-12-13,1.0
2021-12-14,1.0
2021-12-15,1.0
2021-12-16,1.0
2021-12-17,1.0
2021-12-20,1.0
2021-12-21,0.9648171201335343
2021-12-22,1.0
2021-12-23,0.9687435354106164
2021-12-24,1.0
2021-12-27,1.0
2021-12-28,1.0
2021-12-29,1.0
2021-12-30,1.0
2021-12-31,1.0
2022-01-04,1.0
2022-01-05,1.0
2022-01-06,1.0
2022-01-07,1.0
2022-01-10,0.8153224559843798
2022-01-11,0.7343033454071105
2022-01-12,0.7125030594290074
2022-01-13,0.720217857493246
2022-01-14,0.6675643916717278
2022-01-17,0.6717126358886929
2022-01-18,0.7188350548332223
2022-01-19,0.6638681771325142
2022-01-20,0.6729019901549693
2022-01-21,0.6729019901549693
2022-01-24,0.6729019901549693
2022-01-25,0.6465850902953802
2022-01-26,0.7164252213135812
2022-01-27,0.7183422332013725
2022-01-28,0.7886799608032161
2022-02-07,0.6883995299342736
2022-02-08,0.6883995299342736
2022-02-09,0.6873546180772115
2022-02-10,0.7112540460263315
2022-02-11,0.680968811037419
2022-02-14,0.71967054648743
2022-02-15,0.7232466541503763
2022-02-16,0.8799465571871327
2022-02-17,0.9007492592859447
2022-02-18,0.996169992219378
2022-02-21,0.9007492592859447
2022-02-22,0.856477349145005
2022-02-23,0.9987836858410135
2022-02-24,1.0
2022-02-25,1.0
2022-02-28,1.0
2022-03-01,1.0
2022-03-02,0.9036142633395323
2022-03-03,0.9036142633395323
2022-03-04,0.796376500747498
2022-03-07,0.8671220541694274
2022-03-08,0.783542054581722
2022-03-09,0.783542054581722
2022-03-10,0.783542054581722
2022-03-11,1.0
2022-03-14,0.783542054581722
2022-03-15,1.0
2022-03-16,0.7689178907954431
2022-03-17,0.7724313254429434
2022-03-18,0.7724313254429434
2022-03-21,0.7724313254429434
2022-03-22,0.7724313254429434
2022-03-23,0.7724313254429434
2022-03-24,0.7724313254429434
2022-03-25,0.8471241639670937
2022-03-28,0.8471241639670937
2022-03-29,0.8471241639670937
2022-03-30,0.7906309786924716
2022-03-31,0.7863317989447045
2022-04-01,1.0
2022-04-06,0.9371847739436506
2022-04-07,1.0
2022-04-08,1.0
2022-04-11,0.859344236933646
2022-04-12,1.0
2022-04-13,1.0
2022-04-14,1.0
2022-04-15,0.8202324436090438
2022-04-18,0.8202324436090438
2022-04-19,0.7135698474925224
2022-04-20,0.8029817239202429
2022-04-21,0.8754258544923134
2022-04-22,1.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,0.761595552684541
2022-04-28,1.0
2022-04-29,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-09,1.0
2022-05-10,0.9720270781167974
2022-05-11,0.9720270781167974
2022-05-12,0.8936334356616491
2022-05-13,0.874095235452607
2022-05-16,0.8732584202530855
2022-05-17,0.9383020932224841
2022-05-18,1.0
2022-05-19,1.0
2022-05-20,0.9480919833773194
2022-05-23,1.0
2022-05-24,0.9470235560476459
2022-05-25,0.9807834079151464
2022-05-26,1.0
2022-05-27,1.0
2022-05-30,1.0
2022-05-31,1.0
2022-06-01,1.0
2022-06-02,1.0
2022-06-06,1.0
2022-06-07,0.7452343133883226
2022-06-08,0.6933888722778214
2022-06-09,0.6933888722778214
2022-06-10,0.6919951996047273
2022-06-13,0.69006342710787
2022-06-14,0.6611074032954759
2022-06-15,1.0
2022-06-16,1.0
2022-06-17,1.0
2022-06-20,1.0
2022-06-21,0.7447825785002962
2022-06-22,0.8643670868633367
2022-06-23,0.7761806496661753
2022-06-24,0.754551895879398
2022-06-27,0.6422493914976789
2022-06-28,0.6391863050830632
2022-06-29,0.6419175131641167
2022-06-30,0.6067438149590269
2022-07-01,0.6071517640237429
2022-07-04,0.6071517640237429
2022-07-05,0.6071517640237429
2022-07-06,0.6071517640237429
2022-07-07,0.6350759779687657
2022-07-08,0.6350759779687657
2022-07-11,0.6216629882749437
2022-07-12,0.6216629882749437
2022-07-13,0.6254949955435364
2022-07-14,0.6254949955435364
2022-07-15,0.6254949955435364
2022-07-18,0.5645290765573188
2022-07-19,0.5488390223237763
2022-07-20,0.6301102621822995
2022-07-21,0.658691413043712
2022-07-22,0.6301102621822995
2022-07-25,0.9832493205556717
2022-07-26,0.9878972302627329
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,1.0
2022-09-01,1.0
2022-09-02,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,1.0
2022-09-09,1.0
2022-09-13,1.0
2022-09-14,1.0
2022-09-15,1.0
2022-09-16,1.0
2022-09-19,1.0
2022-09-20,1.0
2022-09-21,1.0
2022-09-22,1.0
2022-09-23,1.0
2022-09-26,1.0
2022-09-27,1.0
2022-09-28,1.0
2022-09-29,1.0
2022-09-30,1.0
2022-10-10,1.0
2022-10-11,1.0
2022-10-12,1.0
2022-10-13,1.0
2022-10-14,1.0
2022-10-17,1.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-20,1.0
2022-10-21,1.0
2022-10-24,1.0
2022-10-25,1.0
